Spike Times : 
11.5	5892
11.5	5938
11.5	6029
11.5	6151
11.5	6520
11.5	6909
11.5	6974
11.5	7052
11.5	7084
11.5	7125
11.5	7319
11.5	7457
11.5	7493
11.5	7586
11.5	7689
11.5	7701
11.5	7749
11.5	7899
11.5	7961
11.5	8287
11.5	8315
11.5	8474
11.5	8479
11.5	8506
11.5	8591
11.5	8971
11.5	9040
11.5	9399
11.5	9798
11.5	9831
11.5	9847
11.5	10702
11.5	10720
11.5	11010
11.5	11419
11.5	11490
11.5	11507
11.5	11663
11.5	11714
11.5	12242
11.5	12255
11.5	12257
11.6	54
11.6	187
11.6	240
11.6	328
11.6	380
11.6	381
11.6	424
11.6	874
11.6	999
11.6	1056
11.6	1550
11.6	1593
11.6	2220
11.6	2907
11.6	3082
11.6	3431
11.6	3464
11.6	3614
11.6	3692
11.6	4451
11.6	4475
11.6	4490
11.6	4616
11.6	4634
11.6	4644
11.6	4706
11.6	4731
11.6	5191
11.6	5412
11.6	5587
11.6	5665
11.6	5756
11.6	6297
11.6	6568
11.6	6602
11.6	6623
11.6	6781
11.6	6972
11.6	6976
11.6	7140
11.6	7283
11.6	7436
11.6	7791
11.6	7891
11.6	8060
11.6	8229
11.6	8694
11.6	8723
11.6	8736
11.6	8884
11.6	9177
11.6	9215
11.6	9363
11.6	9453
11.6	9554
11.6	9729
11.6	10100
11.6	10158
11.6	10249
11.6	10547
11.6	10560
11.6	10643
11.6	11006
11.6	11354
11.6	11407
11.6	11414
11.6	11520
11.6	11586
11.6	11627
11.6	11719
11.6	12199
11.6	12296
11.7	16
11.7	168
11.7	214
11.7	347
11.7	443
11.7	634
11.7	649
11.7	664
11.7	821
11.7	857
11.7	1060
11.7	1064
11.7	1083
11.7	1168
11.7	1335
11.7	1507
11.7	1542
11.7	1609
11.7	1793
11.7	1825
11.7	1896
11.7	2298
11.7	2680
11.7	2736
11.7	2850
11.7	2879
11.7	2894
11.7	3004
11.7	3433
11.7	3817
11.7	4262
11.7	4384
11.7	4578
11.7	4761
11.7	5141
11.7	5219
11.7	5243
11.7	5244
11.7	5398
11.7	5671
11.7	5704
11.7	5722
11.7	5838
11.7	5848
11.7	5971
11.7	5980
11.7	6076
11.7	6322
11.7	6475
11.7	6708
11.7	7603
11.7	7632
11.7	7686
11.7	7717
11.7	8020
11.7	8101
11.7	8369
11.7	8467
11.7	8603
11.7	8686
11.7	8806
11.7	8925
11.7	8957
11.7	9029
11.7	9194
11.7	9388
11.7	9584
11.7	9676
11.7	9920
11.7	10186
11.7	10306
11.7	10412
11.7	10425
11.7	10440
11.7	10454
11.7	10506
11.7	10627
11.7	10802
11.7	11015
11.7	11081
11.7	11676
11.7	11802
11.7	11815
11.8	181
11.8	222
11.8	244
11.8	316
11.8	360
11.8	467
11.8	627
11.8	711
11.8	731
11.8	787
11.8	793
11.8	1923
11.8	2017
11.8	2038
11.8	2183
11.8	2188
11.8	2277
11.8	2552
11.8	2555
11.8	2610
11.8	2621
11.8	2718
11.8	2746
11.8	2866
11.8	2874
11.8	3003
11.8	3027
11.8	3170
11.8	3429
11.8	3608
11.8	3893
11.8	4036
11.8	4151
11.8	4237
11.8	4282
11.8	4593
11.8	4676
11.8	4741
11.8	4762
11.8	4771
11.8	4913
11.8	4966
11.8	5246
11.8	5357
11.8	5825
11.8	5956
11.8	6143
11.8	6158
11.8	6356
11.8	6539
11.8	6788
11.8	6927
11.8	6946
11.8	7011
11.8	7029
11.8	7083
11.8	7243
11.8	7244
11.8	7260
11.8	7310
11.8	7338
11.8	7394
11.8	7402
11.8	7419
11.8	7466
11.8	7634
11.8	7828
11.8	7856
11.8	7921
11.8	7955
11.8	8075
11.8	8376
11.8	8455
11.8	8585
11.8	8619
11.8	8623
11.8	8659
11.8	8728
11.8	8822
11.8	9002
11.8	9171
11.8	9445
11.8	9690
11.8	9723
11.8	9784
11.8	9869
11.8	9874
11.8	10167
11.8	10288
11.8	10452
11.8	10491
11.8	10529
11.8	10591
11.8	10693
11.8	10772
11.8	10858
11.8	10874
11.8	11004
11.8	11175
11.8	11313
11.8	11517
11.8	11606
11.8	11776
11.8	11830
11.8	11878
11.8	12003
11.8	12067
11.8	12218
11.8	12372
11.8	12385
11.8	12422
11.8	12457
11.9	36
11.9	135
11.9	295
11.9	433
11.9	556
11.9	693
11.9	699
11.9	845
11.9	886
11.9	1181
11.9	1267
11.9	1358
11.9	1548
11.9	1570
11.9	1582
11.9	1785
11.9	1790
11.9	1977
11.9	2025
11.9	2059
11.9	2423
11.9	2599
11.9	2605
11.9	2617
11.9	2750
11.9	2783
11.9	2809
11.9	2836
11.9	3143
11.9	3204
11.9	3225
11.9	3315
11.9	3322
11.9	3637
11.9	3748
11.9	3812
11.9	4167
11.9	4353
11.9	4370
11.9	4398
11.9	4504
11.9	4589
11.9	4693
11.9	4726
11.9	4850
11.9	4920
11.9	5004
11.9	5045
11.9	5283
11.9	5290
11.9	5325
11.9	5359
11.9	5788
11.9	5946
11.9	6110
11.9	6189
11.9	6344
11.9	6552
11.9	6741
11.9	6818
11.9	6905
11.9	6965
11.9	7356
11.9	7370
11.9	7432
11.9	7508
11.9	7509
11.9	7855
11.9	7977
11.9	8035
11.9	8122
11.9	8221
11.9	8484
11.9	8601
11.9	8670
11.9	8790
11.9	8813
11.9	8825
11.9	8870
11.9	8962
11.9	9033
11.9	9120
11.9	9263
11.9	9349
11.9	9403
11.9	9484
11.9	9545
11.9	10312
11.9	10396
11.9	10541
11.9	10557
11.9	10640
11.9	10677
11.9	10729
11.9	10818
11.9	10898
11.9	10910
11.9	10929
11.9	11172
11.9	11461
11.9	12151
11.9	12194
11.9	12197
11.9	12211
11.9	12232
11.9	12235
11.9	12305
12	59
12	78
12	154
12	235
12	329
12	330
12	354
12	416
12	567
12	576
12	698
12	800
12	991
12	1078
12	1319
12	1445
12	1460
12	1480
12	1525
12	1672
12	1708
12	1852
12	1870
12	1881
12	2182
12	2278
12	2327
12	2335
12	2361
12	2408
12	2492
12	2497
12	2535
12	2554
12	2678
12	2763
12	2875
12	3278
12	3383
12	3400
12	3435
12	3836
12	3889
12	4136
12	4242
12	4265
12	4410
12	4603
12	4754
12	4789
12	4801
12	4832
12	4899
12	4980
12	5315
12	5386
12	5477
12	5570
12	5654
12	5918
12	5952
12	6121
12	6167
12	6183
12	6289
12	6373
12	6378
12	6384
12	6445
12	6607
12	6627
12	6630
12	6729
12	6739
12	7207
12	7332
12	7520
12	7767
12	7897
12	8068
12	8074
12	8135
12	8320
12	8578
12	8724
12	8732
12	8862
12	8977
12	9037
12	9080
12	9160
12	9221
12	9290
12	9328
12	9375
12	9474
12	9560
12	9638
12	9779
12	9823
12	9848
12	9970
12	10179
12	10340
12	10351
12	10465
12	10527
12	10906
12	10978
12	11096
12	11220
12	11412
12	11672
12	11707
12	11765
12	12092
12	12278
12	12294
12.1	175
12.1	318
12.1	348
12.1	377
12.1	570
12.1	781
12.1	815
12.1	912
12.1	914
12.1	972
12.1	1028
12.1	1057
12.1	1113
12.1	1252
12.1	1546
12.1	1551
12.1	1746
12.1	1827
12.1	1847
12.1	1875
12.1	1971
12.1	2041
12.1	2086
12.1	2128
12.1	2198
12.1	2224
12.1	2695
12.1	2748
12.1	2979
12.1	3086
12.1	3131
12.1	3160
12.1	3224
12.1	3232
12.1	3508
12.1	3511
12.1	3530
12.1	3562
12.1	3723
12.1	3797
12.1	3813
12.1	3884
12.1	3911
12.1	4049
12.1	4082
12.1	4123
12.1	4283
12.1	4301
12.1	4328
12.1	4348
12.1	4369
12.1	4402
12.1	4445
12.1	4592
12.1	4638
12.1	4708
12.1	4781
12.1	4818
12.1	4865
12.1	4877
12.1	4976
12.1	5038
12.1	5155
12.1	5208
12.1	5210
12.1	5256
12.1	5361
12.1	5368
12.1	5396
12.1	5444
12.1	5485
12.1	5558
12.1	5705
12.1	5711
12.1	5774
12.1	5784
12.1	5992
12.1	6150
12.1	6184
12.1	6208
12.1	6388
12.1	6414
12.1	6429
12.1	6574
12.1	6653
12.1	6756
12.1	6841
12.1	6855
12.1	7090
12.1	7091
12.1	7118
12.1	7262
12.1	7269
12.1	7273
12.1	7364
12.1	7372
12.1	7418
12.1	7592
12.1	7684
12.1	7707
12.1	7806
12.1	7810
12.1	7825
12.1	7875
12.1	7882
12.1	7883
12.1	7917
12.1	8099
12.1	8128
12.1	8130
12.1	8176
12.1	8380
12.1	8405
12.1	8440
12.1	8539
12.1	8617
12.1	8693
12.1	8805
12.1	8848
12.1	8893
12.1	9042
12.1	9043
12.1	9109
12.1	9273
12.1	9311
12.1	9351
12.1	9483
12.1	9487
12.1	9770
12.1	9849
12.1	9958
12.1	10115
12.1	10193
12.1	10262
12.1	10290
12.1	10320
12.1	10658
12.1	10732
12.1	10770
12.1	10782
12.1	10880
12.1	10976
12.1	11011
12.1	11097
12.1	11349
12.1	11498
12.1	11686
12.1	12132
12.1	12281
12.1	12323
12.2	108
12.2	183
12.2	268
12.2	291
12.2	374
12.2	454
12.2	640
12.2	683
12.2	807
12.2	853
12.2	917
12.2	1116
12.2	1215
12.2	1225
12.2	1237
12.2	1270
12.2	1394
12.2	1616
12.2	1636
12.2	1641
12.2	1650
12.2	1940
12.2	2048
12.2	2063
12.2	2109
12.2	2114
12.2	2133
12.2	2166
12.2	2240
12.2	2267
12.2	2321
12.2	2324
12.2	2371
12.2	3031
12.2	3059
12.2	3281
12.2	3363
12.2	3386
12.2	3393
12.2	3462
12.2	3469
12.2	3647
12.2	3672
12.2	3702
12.2	3726
12.2	3779
12.2	3865
12.2	3909
12.2	3927
12.2	4112
12.2	4120
12.2	4131
12.2	4202
12.2	4218
12.2	4263
12.2	4354
12.2	4355
12.2	4381
12.2	4485
12.2	4505
12.2	4629
12.2	4750
12.2	4837
12.2	4882
12.2	4894
12.2	4907
12.2	4978
12.2	5062
12.2	5127
12.2	5129
12.2	5164
12.2	5226
12.2	5341
12.2	5512
12.2	5537
12.2	5611
12.2	5716
12.2	5773
12.2	5791
12.2	5844
12.2	5850
12.2	5943
12.2	5957
12.2	5979
12.2	6021
12.2	6120
12.2	6180
12.2	6298
12.2	6347
12.2	6685
12.2	6773
12.2	6780
12.2	6886
12.2	6948
12.2	7092
12.2	7131
12.2	7203
12.2	7549
12.2	7641
12.2	7675
12.2	7759
12.2	7839
12.2	7953
12.2	7973
12.2	8061
12.2	8172
12.2	8185
12.2	8198
12.2	8210
12.2	8225
12.2	8249
12.2	8358
12.2	8399
12.2	8524
12.2	8532
12.2	8573
12.2	8576
12.2	8863
12.2	8879
12.2	8892
12.2	9000
12.2	9035
12.2	9107
12.2	9165
12.2	9240
12.2	9324
12.2	9425
12.2	9507
12.2	9543
12.2	9641
12.2	9700
12.2	9728
12.2	9734
12.2	9736
12.2	9825
12.2	9884
12.2	9892
12.2	9901
12.2	9902
12.2	9921
12.2	9924
12.2	10055
12.2	10231
12.2	10251
12.2	10328
12.2	10394
12.2	10499
12.2	10629
12.2	10694
12.2	10814
12.2	10815
12.2	10912
12.2	10913
12.2	10995
12.2	11165
12.2	11226
12.2	11367
12.2	11374
12.2	11386
12.2	11402
12.2	11440
12.2	11464
12.2	11482
12.2	11522
12.2	11583
12.2	11771
12.2	11801
12.2	11820
12.2	11834
12.2	11889
12.2	11945
12.2	11991
12.2	12104
12.2	12124
12.2	12125
12.2	12212
12.3	6
12.3	210
12.3	411
12.3	514
12.3	572
12.3	674
12.3	867
12.3	892
12.3	1009
12.3	1111
12.3	1173
12.3	1214
12.3	1350
12.3	1360
12.3	1382
12.3	1388
12.3	1512
12.3	1587
12.3	1667
12.3	1745
12.3	1751
12.3	1786
12.3	1873
12.3	1904
12.3	1910
12.3	2032
12.3	2064
12.3	2154
12.3	2256
12.3	2385
12.3	2386
12.3	2443
12.3	2447
12.3	2478
12.3	2494
12.3	2557
12.3	2608
12.3	2676
12.3	2780
12.3	2854
12.3	2891
12.3	2972
12.3	3040
12.3	3041
12.3	3044
12.3	3119
12.3	3199
12.3	3213
12.3	3328
12.3	3357
12.3	3507
12.3	3568
12.3	3662
12.3	3751
12.3	3793
12.3	3860
12.3	3899
12.3	3923
12.3	3924
12.3	3955
12.3	3972
12.3	4017
12.3	4078
12.3	4106
12.3	4321
12.3	4324
12.3	4386
12.3	4431
12.3	4539
12.3	4544
12.3	4746
12.3	4845
12.3	4930
12.3	4992
12.3	5077
12.3	5110
12.3	5206
12.3	5298
12.3	5344
12.3	5363
12.3	5385
12.3	5571
12.3	5580
12.3	5758
12.3	5927
12.3	6031
12.3	6069
12.3	6098
12.3	6107
12.3	6160
12.3	6172
12.3	6186
12.3	6222
12.3	6333
12.3	6340
12.3	6366
12.3	6386
12.3	6521
12.3	6624
12.3	6647
12.3	6702
12.3	6907
12.3	6936
12.3	6954
12.3	7116
12.3	7331
12.3	7368
12.3	7400
12.3	7407
12.3	7430
12.3	7733
12.3	7735
12.3	7750
12.3	7772
12.3	7943
12.3	7967
12.3	8024
12.3	8036
12.3	8102
12.3	8275
12.3	8385
12.3	8445
12.3	8458
12.3	8469
12.3	8507
12.3	8538
12.3	8644
12.3	8788
12.3	8795
12.3	8824
12.3	8989
12.3	9021
12.3	9279
12.3	9336
12.3	9513
12.3	9577
12.3	9607
12.3	9622
12.3	9664
12.3	9820
12.3	9838
12.3	9844
12.3	9975
12.3	10019
12.3	10184
12.3	10191
12.3	10302
12.3	10339
12.3	10363
12.3	10381
12.3	10458
12.3	10498
12.3	10567
12.3	10714
12.3	10855
12.3	10872
12.3	10895
12.3	11139
12.3	11176
12.3	11268
12.3	11327
12.3	11509
12.3	11687
12.3	11741
12.3	11827
12.3	11910
12.3	11942
12.3	11989
12.3	11993
12.3	12014
12.3	12053
12.3	12061
12.3	12179
12.3	12226
12.3	12318
12.3	12355
12.3	12403
12.3	12428
12.4	25
12.4	27
12.4	79
12.4	153
12.4	289
12.4	298
12.4	426
12.4	455
12.4	495
12.4	571
12.4	590
12.4	615
12.4	680
12.4	708
12.4	925
12.4	1062
12.4	1093
12.4	1119
12.4	1129
12.4	1165
12.4	1282
12.4	1298
12.4	1345
12.4	1359
12.4	1362
12.4	1405
12.4	1462
12.4	1604
12.4	1624
12.4	1640
12.4	1691
12.4	1697
12.4	1752
12.4	1792
12.4	1813
12.4	1856
12.4	1994
12.4	2006
12.4	2027
12.4	2105
12.4	2155
12.4	2372
12.4	2379
12.4	2413
12.4	2528
12.4	2589
12.4	2640
12.4	2737
12.4	2826
12.4	2865
12.4	2936
12.4	3002
12.4	3102
12.4	3205
12.4	3323
12.4	3349
12.4	3385
12.4	3388
12.4	3470
12.4	3490
12.4	3557
12.4	3565
12.4	3573
12.4	3591
12.4	3709
12.4	3777
12.4	4024
12.4	4050
12.4	4057
12.4	4220
12.4	4366
12.4	4374
12.4	4399
12.4	4515
12.4	4573
12.4	4599
12.4	4724
12.4	4810
12.4	4886
12.4	4937
12.4	4967
12.4	5183
12.4	5186
12.4	5334
12.4	5356
12.4	5367
12.4	5382
12.4	5400
12.4	5500
12.4	5576
12.4	5649
12.4	5702
12.4	5720
12.4	5736
12.4	5809
12.4	5861
12.4	5907
12.4	5911
12.4	5974
12.4	5975
12.4	6035
12.4	6249
12.4	6264
12.4	6374
12.4	6396
12.4	6479
12.4	6532
12.4	6651
12.4	6664
12.4	6688
12.4	6699
12.4	6726
12.4	6764
12.4	6804
12.4	6998
12.4	7062
12.4	7194
12.4	7251
12.4	7290
12.4	7292
12.4	7409
12.4	7454
12.4	7458
12.4	7487
12.4	7823
12.4	7865
12.4	7956
12.4	8121
12.4	8145
12.4	8216
12.4	8235
12.4	8236
12.4	8324
12.4	8337
12.4	8408
12.4	8419
12.4	8426
12.4	8477
12.4	8513
12.4	8561
12.4	8641
12.4	8777
12.4	8933
12.4	9008
12.4	9068
12.4	9076
12.4	9137
12.4	9162
12.4	9188
12.4	9325
12.4	9358
12.4	9549
12.4	9580
12.4	9653
12.4	9674
12.4	9686
12.4	9704
12.4	9764
12.4	9768
12.4	9812
12.4	9994
12.4	10059
12.4	10153
12.4	10214
12.4	10236
12.4	10299
12.4	10461
12.4	10516
12.4	10603
12.4	10606
12.4	10778
12.4	10820
12.4	10983
12.4	11003
12.4	11056
12.4	11082
12.4	11227
12.4	11249
12.4	11297
12.4	11307
12.4	11353
12.4	11421
12.4	11453
12.4	11526
12.4	11527
12.4	11573
12.4	11621
12.4	11633
12.4	11806
12.4	11854
12.4	11946
12.4	12010
12.4	12044
12.4	12162
12.4	12164
12.4	12190
12.4	12205
12.4	12264
12.4	12271
12.4	12331
12.4	12386
12.4	12400
12.5	70
12.5	98
12.5	144
12.5	221
12.5	290
12.5	322
12.5	338
12.5	344
12.5	462
12.5	522
12.5	559
12.5	735
12.5	741
12.5	759
12.5	805
12.5	830
12.5	863
12.5	864
12.5	946
12.5	968
12.5	977
12.5	1021
12.5	1032
12.5	1104
12.5	1130
12.5	1286
12.5	1288
12.5	1353
12.5	1409
12.5	1603
12.5	1670
12.5	1684
12.5	1714
12.5	1728
12.5	1731
12.5	1907
12.5	1972
12.5	2009
12.5	2216
12.5	2227
12.5	2229
12.5	2270
12.5	2362
12.5	2388
12.5	2414
12.5	2431
12.5	2487
12.5	2553
12.5	2578
12.5	2595
12.5	2710
12.5	2800
12.5	2811
12.5	2890
12.5	2892
12.5	2908
12.5	2918
12.5	2966
12.5	2968
12.5	2973
12.5	3008
12.5	3153
12.5	3154
12.5	3324
12.5	3372
12.5	3387
12.5	3538
12.5	3558
12.5	3584
12.5	3776
12.5	3916
12.5	3976
12.5	4001
12.5	4005
12.5	4065
12.5	4125
12.5	4163
12.5	4188
12.5	4233
12.5	4253
12.5	4345
12.5	4409
12.5	4419
12.5	4452
12.5	4471
12.5	4567
12.5	4571
12.5	4584
12.5	4648
12.5	4685
12.5	4739
12.5	4796
12.5	4815
12.5	4823
12.5	4828
12.5	4936
12.5	5027
12.5	5058
12.5	5170
12.5	5193
12.5	5237
12.5	5242
12.5	5329
12.5	5397
12.5	5531
12.5	5539
12.5	5553
12.5	5653
12.5	5832
12.5	5895
12.5	5906
12.5	5963
12.5	5996
12.5	6119
12.5	6225
12.5	6309
12.5	6338
12.5	6351
12.5	6364
12.5	6427
12.5	6457
12.5	6666
12.5	6718
12.5	6747
12.5	6779
12.5	6872
12.5	6895
12.5	6990
12.5	7014
12.5	7017
12.5	7113
12.5	7114
12.5	7228
12.5	7245
12.5	7305
12.5	7346
12.5	7425
12.5	7497
12.5	7505
12.5	7569
12.5	7788
12.5	7965
12.5	8044
12.5	8050
12.5	8072
12.5	8094
12.5	8097
12.5	8243
12.5	8289
12.5	8339
12.5	8381
12.5	8388
12.5	8390
12.5	8393
12.5	8397
12.5	8401
12.5	8495
12.5	8595
12.5	8642
12.5	8744
12.5	8778
12.5	8817
12.5	8831
12.5	8916
12.5	8966
12.5	9073
12.5	9166
12.5	9195
12.5	9216
12.5	9331
12.5	9488
12.5	9502
12.5	9511
12.5	9550
12.5	9572
12.5	9591
12.5	9688
12.5	9965
12.5	10033
12.5	10119
12.5	10154
12.5	10157
12.5	10173
12.5	10361
12.5	10476
12.5	10489
12.5	10518
12.5	10539
12.5	10573
12.5	10600
12.5	10715
12.5	10776
12.5	10795
12.5	10796
12.5	10894
12.5	10908
12.5	11013
12.5	11037
12.5	11049
12.5	11236
12.5	11252
12.5	11325
12.5	11326
12.5	11371
12.5	11550
12.5	11563
12.5	11638
12.5	11683
12.5	11693
12.5	11808
12.5	11831
12.5	12013
12.5	12033
12.5	12041
12.5	12045
12.5	12071
12.5	12095
12.5	12146
12.5	12172
12.5	12322
12.5	12335
12.5	12361
12.5	12453
12.5	12478
12.5	12479
12.5	12490
12.6	119
12.6	122
12.6	233
12.6	256
12.6	261
12.6	353
12.6	469
12.6	527
12.6	606
12.6	608
12.6	636
12.6	667
12.6	672
12.6	716
12.6	762
12.6	797
12.6	806
12.6	839
12.6	848
12.6	854
12.6	911
12.6	939
12.6	1080
12.6	1143
12.6	1190
12.6	1367
12.6	1423
12.6	1469
12.6	1471
12.6	1554
12.6	1669
12.6	1693
12.6	1694
12.6	1711
12.6	1713
12.6	1737
12.6	1823
12.6	1867
12.6	1869
12.6	1897
12.6	2003
12.6	2044
12.6	2052
12.6	2060
12.6	2079
12.6	2124
12.6	2196
12.6	2223
12.6	2248
12.6	2260
12.6	2273
12.6	2356
12.6	2505
12.6	2517
12.6	2520
12.6	2571
12.6	2940
12.6	3103
12.6	3107
12.6	3114
12.6	3126
12.6	3161
12.6	3299
12.6	3318
12.6	3444
12.6	3458
12.6	3619
12.6	3625
12.6	3640
12.6	3674
12.6	3686
12.6	3705
12.6	3906
12.6	4045
12.6	4168
12.6	4255
12.6	4271
12.6	4488
12.6	4511
12.6	4683
12.6	4775
12.6	4780
12.6	4808
12.6	4965
12.6	5005
12.6	5041
12.6	5054
12.6	5152
12.6	5156
12.6	5187
12.6	5235
12.6	5238
12.6	5270
12.6	5465
12.6	5526
12.6	5639
12.6	5667
12.6	5687
12.6	5689
12.6	5725
12.6	5801
12.6	6034
12.6	6045
12.6	6061
12.6	6067
12.6	6108
12.6	6185
12.6	6205
12.6	6245
12.6	6267
12.6	6291
12.6	6330
12.6	6446
12.6	6463
12.6	6483
12.6	6643
12.6	6715
12.6	6732
12.6	6751
12.6	6752
12.6	6754
12.6	6889
12.6	6917
12.6	6953
12.6	7026
12.6	7081
12.6	7122
12.6	7155
12.6	7216
12.6	7265
12.6	7287
12.6	7289
12.6	7397
12.6	7420
12.6	7431
12.6	7542
12.6	7710
12.6	7876
12.6	7892
12.6	7938
12.6	8054
12.6	8085
12.6	8124
12.6	8146
12.6	8201
12.6	8206
12.6	8247
12.6	8300
12.6	8314
12.6	8409
12.6	8446
12.6	8509
12.6	8577
12.6	8594
12.6	8598
12.6	8633
12.6	8657
12.6	8665
12.6	8672
12.6	8679
12.6	8682
12.6	8713
12.6	8780
12.6	8809
12.6	8880
12.6	8910
12.6	8931
12.6	8941
12.6	9006
12.6	9048
12.6	9101
12.6	9157
12.6	9167
12.6	9258
12.6	9288
12.6	9319
12.6	9320
12.6	9370
12.6	9413
12.6	9461
12.6	9558
12.6	9561
12.6	9594
12.6	9624
12.6	9631
12.6	9637
12.6	9711
12.6	9715
12.6	9756
12.6	9772
12.6	9900
12.6	9919
12.6	9931
12.6	9933
12.6	9967
12.6	10045
12.6	10077
12.6	10126
12.6	10156
12.6	10237
12.6	10436
12.6	10500
12.6	10570
12.6	10602
12.6	10615
12.6	10710
12.6	10743
12.6	10803
12.6	10817
12.6	10890
12.6	10893
12.6	10918
12.6	10964
12.6	10968
12.6	10974
12.6	11035
12.6	11041
12.6	11142
12.6	11209
12.6	11235
12.6	11240
12.6	11284
12.6	11334
12.6	11338
12.6	11377
12.6	11405
12.6	11456
12.6	11481
12.6	11525
12.6	11656
12.6	11675
12.6	11750
12.6	11928
12.6	11938
12.6	11968
12.6	11979
12.6	11997
12.6	12099
12.6	12102
12.6	12118
12.6	12344
12.6	12352
12.6	12375
12.6	12417
12.6	12454
12.6	12455
12.7	18
12.7	49
12.7	65
12.7	88
12.7	180
12.7	225
12.7	257
12.7	390
12.7	414
12.7	434
12.7	491
12.7	548
12.7	624
12.7	721
12.7	819
12.7	829
12.7	838
12.7	959
12.7	1008
12.7	1117
12.7	1172
12.7	1211
12.7	1259
12.7	1274
12.7	1292
12.7	1314
12.7	1352
12.7	1448
12.7	1458
12.7	1482
12.7	1498
12.7	1515
12.7	1534
12.7	1545
12.7	1574
12.7	1628
12.7	1644
12.7	1646
12.7	1648
12.7	1649
12.7	1772
12.7	1782
12.7	1833
12.7	1835
12.7	1854
12.7	1855
12.7	1883
12.7	1920
12.7	1980
12.7	1987
12.7	2104
12.7	2115
12.7	2118
12.7	2127
12.7	2147
12.7	2194
12.7	2197
12.7	2230
12.7	2311
12.7	2411
12.7	2412
12.7	2415
12.7	2454
12.7	2531
12.7	2533
12.7	2538
12.7	2544
12.7	2562
12.7	2563
12.7	2633
12.7	2682
12.7	2719
12.7	2727
12.7	2781
12.7	2835
12.7	2877
12.7	2884
12.7	2914
12.7	2919
12.7	2987
12.7	3011
12.7	3018
12.7	3076
12.7	3129
12.7	3136
12.7	3163
12.7	3184
12.7	3215
12.7	3233
12.7	3277
12.7	3294
12.7	3346
12.7	3399
12.7	3453
12.7	3484
12.7	3497
12.7	3683
12.7	3688
12.7	3729
12.7	3739
12.7	3759
12.7	3831
12.7	3897
12.7	3926
12.7	3975
12.7	4000
12.7	4135
12.7	4204
12.7	4219
12.7	4267
12.7	4297
12.7	4320
12.7	4325
12.7	4356
12.7	4379
12.7	4395
12.7	4412
12.7	4492
12.7	4498
12.7	4561
12.7	4563
12.7	4618
12.7	4627
12.7	4686
12.7	4705
12.7	4718
12.7	4753
12.7	4784
12.7	4811
